-1249852061	microsoft outlook	http://autodiscover.jora.com/
0	zero byte favicon	http://ads.jora.com/
0	zero byte favicon	http://events.jora.com/
0	zero byte favicon	https://ads.jora.com/
0	zero byte favicon	https://events.jora.com/
d41d8cd98f00b204e9800998ecf8427e	zero byte favicon	http://ads.jora.com/
d41d8cd98f00b204e9800998ecf8427e	zero byte favicon	http://events.jora.com/
d41d8cd98f00b204e9800998ecf8427e	zero byte favicon	https://ads.jora.com/
d41d8cd98f00b204e9800998ecf8427e	zero byte favicon	https://events.jora.com/
